,Date,Time,totalizer_I_avg,totalizer_kW,pump_1_V_avg,pump_1_I_avg,pump_1_kW,pump_2_V_avg,pump_2_I_avg,pump_2_kW
25,2021-08-30,00:25:00,20.9909,3.1001691949536005,400.2236,0.0,0.0,229.4525,0.0,0.0
26,2021-08-30,00:26:00,21.0156,3.1964890681055995,399.9774,0.0,0.0,229.3941,0.0,0.0
27,2021-08-30,00:27:00,20.992,3.1638856908799995,400.2724,0.0,0.0,229.5518,0.0,0.0
28,2021-08-30,00:28:00,20.9916,3.1071804944543993,400.1832,0.0,0.0,229.4604,0.0,0.0
29,2021-08-30,00:29:00,20.9521,3.106849630840799,400.2296,0.0,0.0,229.5437,0.0,0.0
30,2021-08-30,00:30:00,20.9839,3.1046596626751994,400.418,0.0,0.0,229.6463,0.0,0.0
31,2021-08-30,00:31:00,21.0026,3.1198671734512002,400.485,0.0,0.0,229.6013,0.0,0.0
32,2021-08-30,00:32:00,20.9971,3.127341837336799,400.2813,0.0,0.0,229.5487,0.0,0.0
33,2021-08-30,00:33:00,21.023,3.228054908743999,400.4889,0.0,0.0,229.7077,0.0,0.0
34,2021-08-30,00:34:00,21.6318,4.318138358510399,400.4745,0.0,0.0,229.6468,0.0,0.0
35,2021-08-30,00:35:00,21.1249,3.4800621152551994,400.575,0.0,0.0,229.7181,0.0,0.0
36,2021-08-30,00:36:00,21.0089,3.115272130687199,400.6532,0.0,0.0,229.7279,0.0,0.0
37,2021-08-30,00:37:00,20.9975,3.113581699379999,400.4687,0.0,0.0,229.6837,0.0,0.0
38,2021-08-30,00:38:00,20.9925,3.112840282139999,400.6952,0.0,0.0,229.7843,0.0,0.0
39,2021-08-30,00:39:00,21.0082,3.113785656582399,400.847,0.0,0.0,229.8889,0.0,0.0
40,2021-08-30,00:40:00,21.0213,3.1143437696807994,400.8137,0.0,0.0,229.8165,0.0,0.0
41,2021-08-30,00:41:00,21.5193,4.1228907782568,400.9845,0.0,0.0,229.9606,0.0,0.0
42,2021-08-30,00:42:00,21.0383,3.1154776937999995,400.8262,0.0,0.0,229.8429,0.0,0.0
43,2021-08-30,00:43:00,20.999,3.113804124551999,401.1778,0.0,0.0,230.1012,0.0,0.0
44,2021-08-30,00:44:00,21.0636,3.1164516258048,401.1674,0.0,0.0,229.9947,0.0,0.0
45,2021-08-30,00:45:00,21.0205,3.1156087334559994,400.9053,0.0,0.0,229.8939,0.0,0.0
46,2021-08-30,00:46:00,21.2831,3.740051920632,401.1023,0.0,0.0,230.0048,0.0,0.0
47,2021-08-30,00:47:00,21.0138,3.1159987195823993,401.0824,0.0,0.0,230.0785,0.0,0.0
48,2021-08-30,00:48:00,21.0334,3.1175207409087995,401.3156,0.0,0.0,230.0997,0.0,0.0
49,2021-08-30,00:49:00,21.0349,3.1149742013999995,401.2062,0.0,0.0,230.0788,0.0,0.0
50,2021-08-30,00:50:00,21.0327,3.1118798358335997,401.4087,0.0,0.0,230.1979,0.0,0.0
51,2021-08-30,00:51:00,21.0554,3.1124668355744,401.3614,0.0,0.0,230.1568,0.0,0.0
52,2021-08-30,00:52:00,21.0321,3.1117910632128,401.2691,0.0,0.0,230.1149,0.0,0.0
53,2021-08-30,00:53:00,21.0201,3.111399069698399,401.2079,0.0,0.0,230.0025,0.0,0.0
54,2021-08-30,00:54:00,20.9988,3.1096282967999995,401.0953,0.0,0.0,230.0506,0.0,0.0
55,2021-08-30,00:55:00,21.038,3.109894719968,401.1189,0.0,0.0,230.0033,0.0,0.0
56,2021-08-30,00:56:00,21.0074,3.1109018364,401.0282,0.0,0.0,229.9882,0.0,0.0
57,2021-08-30,00:57:00,20.9995,3.1097319569999997,401.3399,0.0,0.0,230.1237,0.0,0.0
58,2021-08-30,00:58:00,21.0308,3.1115987225343997,401.1466,0.0,0.0,230.075,0.0,0.0
59,2021-08-30,00:59:00,21.0194,3.1112954555695995,401.2537,0.0,0.0,230.0985,0.0,0.0
60,2021-08-30,01:00:00,21.0194,3.1112954555695995,401.4165,0.0,0.0,230.1867,0.0,0.0
61,2021-08-30,01:01:00,21.0282,3.1125980331887995,401.465,0.0,0.0,230.2292,0.0,0.0
62,2021-08-30,01:02:00,21.0396,3.1115159786591997,401.5779,0.0,0.0,230.2947,0.0,0.0
63,2021-08-30,01:03:00,21.3489,3.7052465967288004,401.6025,0.0,0.0,230.2825,0.0002,0.0001
64,2021-08-30,01:04:00,21.1238,3.272728584963201,401.504,0.0,0.0,230.2078,0.0,0.0
65,2021-08-30,01:05:00,21.047,3.1347740235759987,401.2836,0.0,0.0,230.1104,0.0,0.0
66,2021-08-30,01:06:00,21.0405,3.135190704672001,401.277,0.0,0.0,230.086,0.0,0.0
67,2021-08-30,01:07:00,21.4037,3.942967867840801,401.3072,0.0,0.0,230.159,0.0,0.0
68,2021-08-30,01:08:00,21.0747,3.2040911715119997,401.2885,0.0,0.0,230.1411,0.0,0.0
69,2021-08-30,01:09:00,21.0395,3.137811168712,401.4314,0.0,0.0,230.1703,0.0,0.0
70,2021-08-30,01:10:00,21.0348,3.1398790679424002,401.4312,0.0,0.0,230.2251,0.0013,0.0009
71,2021-08-30,01:11:00,21.0849,3.219519165888,401.6221,0.0,0.0,230.3028,0.001,0.0007
72,2021-08-30,01:12:00,21.0884,3.196458371523199,401.4468,0.0,0.0,230.2276,0.0002,0.0001
73,2021-08-30,01:13:00,21.0411,3.1422043143144,401.5626,0.0,0.0,230.2437,0.0002,0.0001
74,2021-08-30,01:14:00,21.0553,3.1415533414216,401.6052,0.0,0.0,230.3098,0.0,0.0
75,2021-08-30,01:15:00,21.0497,3.1407177941384004,401.7195,0.0,0.0,230.4042,0.0,0.0
76,2021-08-30,01:16:00,21.0827,3.1428663969480004,401.6656,0.0,0.0,230.3399,0.0,0.0
77,2021-08-30,01:17:00,21.3359,3.7029903584328006,401.8013,0.0,0.0,230.4361,0.0,0.0
78,2021-08-30,01:18:00,21.1812,3.1645204203839996,402.1479,0.0,0.0,230.6357,0.0003,0.0002
79,2021-08-30,01:19:00,21.2181,3.1658438945832,402.1661,0.0,0.0,230.5744,0.0012,0.0008
80,2021-08-30,01:20:00,21.1886,3.1642314486544,401.9464,0.0,0.0,230.4837,0.0033,0.0022
81,2021-08-30,01:21:00,21.3591,3.5509763476656007,402.059,0.0,0.0,230.6436,0.0043,0.0029
82,2021-08-30,01:22:00,21.2092,3.1631200665152,402.2351,0.0,0.0,230.6184,0.0038,0.0026
83,2021-08-30,01:23:00,21.1841,3.1607709289352,402.1491,0.0,0.0,230.5923,0.0057,0.0038
84,2021-08-30,01:24:00,21.1711,3.1602246627167996,402.1012,0.0,0.0,230.5894,0.0057,0.0038
85,2021-08-30,01:25:00,21.1652,3.1607369744607996,402.169,0.0,0.0,230.6359,0.0028,0.0019
86,2021-08-30,01:26:00,21.1853,3.159555643076801,402.1311,0.0,0.0,230.5706,0.0008,0.0006
87,2021-08-30,01:27:00,21.1665,3.1581449231880003,402.1971,0.0,0.0,230.6831,0.0035,0.0024
88,2021-08-30,01:28:00,21.1973,3.1613453117488,402.3914,0.0,0.0,230.7511,0.0053,0.0036
89,2021-08-30,01:29:00,21.195,3.16100229192,402.3132,0.0,0.0,230.7401,0.008,0.0054
90,2021-08-30,01:30:00,21.1895,3.162971243376,402.4698,0.0,0.0,230.7636,0.0083,0.0056
91,2021-08-30,01:31:00,21.1872,3.1626279207936,402.4539,0.0,0.0,230.7856,0.0097,0.0065
92,2021-08-30,01:32:00,21.4646,3.7281525457904006,402.3619,0.0,0.0,230.7837,0.0099,0.0067
93,2021-08-30,01:33:00,21.1899,3.1602416827344006,402.602,0.0,0.0,230.8265,0.0073,0.005
94,2021-08-30,01:34:00,21.2226,3.244735368436799,402.5454,0.0,0.0,230.8601,0.0085,0.0057
95,2021-08-30,01:35:00,21.2084,3.2202306895008004,402.5605,0.0,0.0,230.8587,0.0092,0.0062
96,2021-08-30,01:36:00,21.2029,3.2180000931184,402.6057,0.0,0.0,230.85,0.0099,0.0067
97,2021-08-30,01:37:00,21.5632,3.9198402636544,402.5356,0.0,0.0,230.8393,0.0099,0.0067
98,2021-08-30,01:38:00,21.2607,3.3107301510192,402.8269,0.0,0.0,231.0181,0.0097,0.0065
99,2021-08-30,01:39:00,21.2309,3.170548382773599,402.7966,0.0,0.0,230.9924,0.01,0.0068
100,2021-08-30,01:40:00,21.2119,3.1705031540183994,402.8238,0.0,0.0,230.9868,0.01,0.0068
101,2021-08-30,01:41:00,21.201,3.1702693163519995,402.7065,0.0,0.0,230.9733,0.01,0.0068
102,2021-08-30,01:42:00,21.1948,3.1721321197632006,403.0729,0.0,0.0,231.1229,0.0077,0.0052
103,2021-08-30,01:43:00,21.2156,3.172452512051199,402.9532,0.0,0.0,231.0858,0.01,0.0068
104,2021-08-30,01:44:00,21.2102,3.171645028710399,403.1676,0.0,0.0,231.2094,0.01,0.0068
105,2021-08-30,01:45:00,21.2365,3.171384667196,403.2431,0.0,0.0,231.2238,0.01,0.0068
106,2021-08-30,01:46:00,21.2281,3.1743216864512,403.0732,0.0,0.0,231.1708,0.0052,0.0035
107,2021-08-30,01:47:00,21.212,3.1719141898239993,403.3647,0.0,0.0,231.3097,0.0101,0.0068
108,2021-08-30,01:48:00,21.2317,3.1720652375439995,403.3326,0.0,0.0,231.2564,0.0101,0.0068
109,2021-08-30,01:49:00,21.2094,3.171525401548799,403.1359,0.0,0.0,231.2031,0.0101,0.0068
110,2021-08-30,01:50:00,21.2,3.1715150815999986,403.3801,0.0,0.0,231.2914,0.0101,0.0068
111,2021-08-30,01:51:00,21.2181,3.1714298564615997,403.0707,0.0,0.0,231.1284,0.01,0.0068
112,2021-08-30,01:52:00,21.1812,3.1687026059615993,403.2061,0.0,0.0,231.285,0.0084,0.0057
113,2021-08-30,01:53:00,21.2212,3.1718932076831994,403.65,0.0,0.0,231.4704,0.01,0.0068
114,2021-08-30,01:54:00,21.2547,3.1741025915687997,403.6487,0.0,0.0,231.4815,0.01,0.0068
115,2021-08-30,01:55:00,21.2603,3.1749388759912,403.5878,0.0,0.0,231.4373,0.01,0.0068
116,2021-08-30,01:56:00,21.2473,3.1729975014392,403.7511,0.0,0.0,231.5218,0.01,0.0068
117,2021-08-30,01:57:00,21.2635,3.172617795772,403.5257,0.0,0.0,231.3665,0.0101,0.0068
118,2021-08-30,01:58:00,21.216,3.1725123256319994,403.5427,0.0,0.0,231.4568,0.0101,0.0068
119,2021-08-30,01:59:00,21.2369,3.1728421296079996,403.9119,0.0,0.0,231.5933,0.0101,0.0068
120,2021-08-30,02:00:00,21.2609,3.1750284778935995,403.7403,0.0,0.0,231.5283,0.0101,0.0068
121,2021-08-30,02:01:00,21.2422,3.1750320385391992,403.8058,0.0,0.0,231.5775,0.0101,0.0068
122,2021-08-30,02:02:00,21.2519,3.1764818794583993,403.8668,0.0,0.0,231.5943,0.0101,0.0068
123,2021-08-30,02:03:00,21.2547,3.175501490904,403.7227,0.0,0.0,231.4792,0.0101,0.0068
124,2021-08-30,02:04:00,21.216,3.1725123256319994,403.7643,0.0,0.0,231.5918,0.0101,0.0068
125,2021-08-30,02:05:00,21.2484,3.1745602562879993,403.8457,0.0,0.0,231.5411,0.0101,0.0068
126,2021-08-30,02:06:00,21.2246,3.173798317619199,403.7169,0.0,0.0,231.511,0.0101,0.0068
127,2021-08-30,02:07:00,21.2139,3.1735945183751992,403.8253,0.0,0.0,231.5849,0.0077,0.0052
128,2021-08-30,02:08:00,21.2317,3.1734626231111993,403.9204,0.0,0.0,231.6323,0.0101,0.0068
129,2021-08-30,02:09:00,21.2399,3.174688261826399,404.2954,0.0,0.0,231.8914,0.0101,0.0068
130,2021-08-30,02:10:00,21.3056,3.176094822144,404.1373,0.0,0.0,231.6915,0.0101,0.0068
131,2021-08-30,02:11:00,21.2398,3.174673315012799,404.1646,0.0,0.0,231.8155,0.0101,0.0068
132,2021-08-30,02:12:00,21.2775,3.1761070639199995,404.1856,0.0,0.0,231.7558,0.0101,0.0068
133,2021-08-30,02:13:00,21.2408,3.1748227831487994,404.3533,0.0,0.0,231.8979,0.0101,0.0068
134,2021-08-30,02:14:00,21.2826,3.1782690800303994,404.3391,0.0,0.0,231.8647,0.0101,0.0068
135,2021-08-30,02:15:00,21.2744,3.1784447166079994,404.4116,0.0,0.0,231.9179,0.0101,0.0068
136,2021-08-30,02:16:00,21.2827,3.1796847558639993,404.6852,0.0,0.0,232.1027,0.0101,0.0068
137,2021-08-30,02:17:00,21.3113,3.1797497886536,404.7613,0.0,0.0,232.0527,0.0057,0.0039
138,2021-08-30,02:18:00,21.2845,3.1785528193879995,404.5262,0.0,0.0,232.0053,0.0101,0.0068
139,2021-08-30,02:19:00,21.2809,3.1794158316879995,404.7053,0.0,0.0,232.064,0.0101,0.0069
140,2021-08-30,02:20:00,21.2909,3.1795085730136,404.6774,0.0,0.0,232.0817,0.0101,0.0068
141,2021-08-30,02:21:00,21.2842,3.1799088593439993,404.7355,0.0,0.0,232.0612,0.0101,0.0068
142,2021-08-30,02:22:00,21.2711,3.1793516676695996,404.7503,0.0,0.0,232.1221,0.0082,0.0056
143,2021-08-30,02:23:00,21.2917,3.181029376743999,404.7145,0.0,0.0,232.0504,0.0074,0.005
144,2021-08-30,02:24:00,21.2685,3.1803628581119994,404.7384,0.0,0.0,232.1219,0.0101,0.0069
145,2021-08-30,02:25:00,21.2925,3.1797475114199996,404.9361,0.0,0.0,232.2288,0.0101,0.0069
146,2021-08-30,02:26:00,21.3267,3.1792402675080003,404.9461,0.0,0.0,232.1557,0.0101,0.0069
147,2021-08-30,02:27:00,21.2831,3.1783437482823995,404.551,0.0,0.0,231.9768,0.0101,0.0068
148,2021-08-30,02:28:00,21.2377,3.1757572123903994,404.5357,0.0,0.0,231.9869,0.0089,0.006
149,2021-08-30,02:29:00,21.2323,3.1763471541063986,404.7294,0.0,0.0,232.1156,0.0101,0.0068
150,2021-08-30,02:30:00,21.2601,3.179106772915199,404.8578,0.0,0.0,232.1912,0.0101,0.0069
151,2021-08-30,02:31:00,21.2803,3.180726774520799,405.1791,0.0,0.0,232.3729,0.0101,0.0069
152,2021-08-30,02:32:00,21.3264,3.1820027822208,405.1227,0.0,0.0,232.2559,0.0101,0.0069
153,2021-08-30,02:33:00,21.2847,3.1813844343191997,405.0106,0.0,0.0,232.3052,0.0101,0.0069
154,2021-08-30,02:34:00,21.3077,3.1820174262808,405.1607,0.0,0.0,232.3032,0.0101,0.0069
155,2021-08-30,02:35:00,21.2908,3.1822961899487994,405.1926,0.0,0.0,232.374,0.0101,0.0069
156,2021-08-30,02:36:00,21.3139,3.1829433126055995,405.4434,0.0,0.0,232.5133,0.0101,0.0069
157,2021-08-30,02:37:00,21.3306,3.1840333374528,405.3193,0.0,0.0,232.4208,0.0074,0.005
158,2021-08-30,02:38:00,21.3021,3.183985179885599,405.218,0.0,0.0,232.3521,0.0098,0.0066
159,2021-08-30,02:39:00,21.2966,3.1831631051376,405.3629,0.0,0.0,232.5107,0.0101,0.0069
160,2021-08-30,02:40:00,21.3454,3.1848376747888008,405.3935,0.0,0.0,232.3725,0.0101,0.0069
161,2021-08-30,02:41:00,21.2852,3.1814591683871996,405.0381,0.0,0.0,232.2914,0.0101,0.0069
162,2021-08-30,02:42:00,21.3762,3.4483020450192,405.1416,0.0,0.0,232.2895,0.0101,0.0069
163,2021-08-30,02:43:00,21.2583,3.1844341568927996,405.1121,0.0,0.0,232.3913,0.0101,0.0069
164,2021-08-30,02:44:00,21.2956,3.1844152282111997,405.4832,0.0,0.0,232.4492,0.0101,0.0069
165,2021-08-30,02:45:00,21.3019,3.1839552862583993,405.03,0.0,0.0,232.2768,0.0101,0.0069
166,2021-08-30,02:46:00,21.2565,3.1771694328839994,405.2745,0.0,0.0,232.3929,0.0101,0.0069
167,2021-08-30,02:47:00,21.2899,3.1807604525679993,405.4515,0.0,0.0,232.6045,0.0101,0.0069
168,2021-08-30,02:48:00,21.3489,3.1825496934360005,405.8319,0.0,0.0,232.6847,0.0101,0.0069
169,2021-08-30,02:49:00,21.3553,3.1820982417472004,405.6934,0.0,0.0,232.6722,0.0101,0.0069
170,2021-08-30,02:50:00,21.3479,3.1824006201960002,405.7214,0.0,0.0,232.6152,0.0101,0.0069
171,2021-08-30,02:51:00,21.3276,3.1821818280672,405.7375,0.0,0.0,232.7182,0.0101,0.0069
172,2021-08-30,02:52:00,21.3543,3.1819492343232003,405.9618,0.0,0.0,232.7771,0.0101,0.0069
173,2021-08-30,02:53:00,21.3554,3.1835186694960003,405.9977,0.0,0.0,232.8368,0.0101,0.0069
174,2021-08-30,02:54:00,21.3663,3.1837373234112003,406.1074,0.0,0.0,232.8576,0.0101,0.0069
175,2021-08-30,02:55:00,21.3607,3.1843087576680005,405.9415,0.0,0.0,232.7831,0.0101,0.0069
176,2021-08-30,02:56:00,21.4065,3.341887563888,406.1638,0.0,0.0,232.911,0.0101,0.0069
177,2021-08-30,02:57:00,21.3652,3.1962289632735996,405.9847,0.0,0.0,232.808,0.0101,0.0069
178,2021-08-30,02:58:00,21.3351,3.1917260102567995,406.121,0.0,0.0,232.909,0.0101,0.0069
179,2021-08-30,02:59:00,21.3579,3.1909198103279994,406.2424,0.0,0.0,232.9489,0.0101,0.0069
180,2021-08-30,03:00:00,21.3615,3.187239873228,406.3717,0.0,0.0,233.0684,0.0101,0.0069
181,2021-08-30,03:01:00,21.3887,3.1898905270671998,406.408,0.0,0.0,232.9915,0.0102,0.0069
182,2021-08-30,03:02:00,21.3538,3.1889018391152,406.257,0.0,0.0,232.9701,0.01,0.0068
183,2021-08-30,03:03:00,21.3488,3.190965341836799,406.2489,0.0,0.0,232.9666,0.0102,0.0069
184,2021-08-30,03:04:00,21.356,3.19063594592,406.3546,0.0,0.0,233.031,0.0102,0.0069
185,2021-08-30,03:05:00,21.3751,3.1906758830687996,406.3456,0.0,0.0,232.9873,0.0102,0.0069
186,2021-08-30,03:06:00,21.3668,3.1894369363584003,406.4308,0.0,0.0,233.1271,0.0101,0.0069
187,2021-08-30,03:07:00,21.4027,3.1919784738512003,406.6043,0.0,0.0,233.1298,0.0101,0.0069
188,2021-08-30,03:08:00,21.3842,3.1906268238224,406.2035,0.0,0.0,232.8725,0.0102,0.0069
189,2021-08-30,03:09:00,21.3079,3.1876568965671996,406.2523,0.0,0.0,233.0479,0.0102,0.0069
190,2021-08-30,03:10:00,21.3577,3.1894842514808,406.6108,0.0,0.0,233.1395,0.0102,0.0069
191,2021-08-30,03:11:00,21.7026,3.8851890347520004,406.6419,0.0,0.0,233.1649,0.0102,0.0069
192,2021-08-30,03:12:00,21.369,3.1996102866,406.6778,0.0,0.0,233.3024,0.0102,0.0069
193,2021-08-30,03:13:00,21.4079,3.2026168733671994,407.1111,0.0,0.0,233.4345,0.0091,0.0062
194,2021-08-30,03:14:00,21.4163,3.2010544410167996,407.0458,0.0,0.0,233.4059,0.0102,0.0069
195,2021-08-30,03:15:00,21.4111,3.1960496278368002,406.8784,0.0,0.0,233.3225,0.0102,0.0069
196,2021-08-30,03:16:00,21.3888,3.1955363420159992,407.2047,0.0,0.0,233.5278,0.0102,0.0069
197,2021-08-30,03:17:00,21.4271,3.1970277128312,406.883,0.0,0.0,233.2523,0.0102,0.0069
198,2021-08-30,03:18:00,21.3458,3.1933267277743993,406.9364,0.0,0.0,233.3984,0.0102,0.0069
199,2021-08-30,03:19:00,21.3992,3.1942733066496,406.7871,0.0,0.0,233.2043,0.0102,0.0069
200,2021-08-30,03:20:00,21.3433,3.192952728354399,406.7513,0.0,0.0,233.3061,0.0102,0.0069
201,2021-08-30,03:21:00,21.3856,3.195058254592,406.895,0.0,0.0,233.272,0.0102,0.0069
202,2021-08-30,03:22:00,21.3653,3.194837744665599,406.6563,0.0,0.0,233.2224,0.0102,0.0069
203,2021-08-30,03:23:00,21.3574,3.1950620850831988,406.9761,0.0,0.0,233.3972,0.0102,0.0069
204,2021-08-30,03:24:00,21.4036,3.1949300976768,407.1314,0.0,0.0,233.4684,0.0102,0.0069
205,2021-08-30,03:25:00,21.4146,3.1965720752447995,406.9198,0.0,0.0,233.2605,0.0088,0.006
206,2021-08-30,03:26:00,21.3687,3.1939397577431996,406.5761,0.0,0.0,233.1848,0.0102,0.0069
207,2021-08-30,03:27:00,21.3481,3.193670807240799,406.6539,0.0,0.0,233.1626,0.0102,0.0069
208,2021-08-30,03:28:00,21.3365,3.193339733016001,406.6662,0.0,0.0,233.2408,0.0102,0.0069
209,2021-08-30,03:29:00,21.3683,3.1952863465215997,407.0864,0.0,0.0,233.5011,0.0102,0.0069
210,2021-08-30,03:30:00,21.4268,3.1983931776384,407.2753,0.0,0.0,233.4946,0.0102,0.0069
211,2021-08-30,03:31:00,21.4036,3.197747496352,407.2624,0.0,0.0,233.5867,0.0102,0.0069
212,2021-08-30,03:32:00,21.4302,3.1989006979776,407.1186,0.0,0.0,233.3293,0.0102,0.0069
213,2021-08-30,03:33:00,21.345,3.1932070479599988,406.8378,0.0,0.0,233.3559,0.0102,0.0069
214,2021-08-30,03:34:00,21.3628,3.1958699238303994,406.9656,0.0,0.0,233.3589,0.0102,0.0069
215,2021-08-30,03:35:00,21.3626,3.195840003876799,407.1041,0.0,0.0,233.4956,0.0102,0.0069
216,2021-08-30,03:36:00,21.3909,3.1972579503623995,407.365,0.0,0.0,233.5941,0.0102,0.0069
217,2021-08-30,03:37:00,21.4095,3.197219882388,407.3347,0.0,0.0,233.5404,0.0102,0.0069
218,2021-08-30,03:38:00,21.3982,3.196940723823999,406.9911,0.0,0.0,233.3939,0.0102,0.0069
219,2021-08-30,03:39:00,21.3638,3.196019523598399,407.2234,0.0,0.0,233.5605,0.0102,0.0069
220,2021-08-30,03:40:00,21.417,3.196930324896,407.4075,0.0,0.0,233.5879,0.0102,0.0069
221,2021-08-30,03:41:00,21.408,3.1984048665599993,407.3506,0.0,0.0,233.6101,0.0102,0.0069
222,2021-08-30,03:42:00,21.4124,3.199062236768,407.2292,0.0,0.0,233.496,0.0102,0.0069
223,2021-08-30,03:43:00,21.3737,3.1975005613015988,407.2116,0.0,0.0,233.5353,0.0102,0.0069
224,2021-08-30,03:44:00,21.384,3.1976340295679995,407.5515,0.0,0.0,233.6942,0.0102,0.007
225,2021-08-30,03:45:00,21.4135,3.200635930236,407.3082,0.0,0.0,233.5555,0.0102,0.007
226,2021-08-30,03:46:00,21.3776,3.1994909885184004,407.717,0.0,0.0,233.8616,0.0102,0.007
227,2021-08-30,03:47:00,21.4557,3.2027071005215997,407.6405,0.0,0.0,233.7299,0.0102,0.007
228,2021-08-30,03:48:00,21.4148,3.199420802336,407.699,0.0,0.0,233.8094,0.0102,0.007
229,2021-08-30,03:49:00,21.4297,3.2002364797687997,407.5877,0.0,0.0,233.6671,0.0102,0.007
230,2021-08-30,03:50:00,21.3852,3.1992209586335996,407.3999,0.0,0.0,233.6209,0.0102,0.007
231,2021-08-30,03:51:00,21.3771,3.1994161557264,407.6561,0.0,0.0,233.7806,0.0102,0.007
232,2021-08-30,03:52:00,21.4218,3.2018765157647993,407.7598,0.0,0.0,233.8124,0.0102,0.007
233,2021-08-30,03:53:00,21.4162,3.2010394942031994,407.5941,0.0,0.0,233.7757,0.0102,0.007
234,2021-08-30,03:54:00,21.4088,3.2013424715775995,408.0298,0.0,0.0,233.9894,0.0102,0.007
235,2021-08-30,03:55:00,21.4591,3.204626972986399,407.7742,0.0,0.0,233.7606,0.0102,0.007
236,2021-08-30,03:56:00,21.3797,3.2012124125800003,407.9622,0.0,0.0,234.0297,0.0102,0.007
237,2021-08-30,03:57:00,21.4681,3.2045580570527994,408.1995,0.0,0.0,234.0266,0.0102,0.007
238,2021-08-30,03:58:00,21.4428,3.2036040672959993,407.9049,0.0,0.0,233.9416,0.0102,0.007
239,2021-08-30,03:59:00,21.4146,3.2022097684991992,408.4695,0.0,0.0,234.331,0.0102,0.007
240,2021-08-30,04:00:00,21.5128,3.2098145703615995,408.6115,0.0,0.0,233.5632,0.0088,0.006
241,2021-08-30,04:01:00,21.4443,3.2010054146783995,403.3484,0.0,0.0,231.29,0.0093,0.0063
242,2021-08-30,04:02:00,21.2713,3.1849815288200003,403.3915,0.0,0.0,231.2932,0.0092,0.0062
243,2021-08-30,04:03:00,21.2638,3.1852580415808003,402.8036,0.0,0.0,230.909,0.0078,0.0053
244,2021-08-30,04:04:00,21.1719,3.179852376052799,402.7293,0.0,0.0,230.9148,0.0037,0.0025
245,2021-08-30,04:05:00,21.1852,3.1790612808959997,402.6853,0.0,0.0,230.9356,0.0038,0.0026
246,2021-08-30,04:06:00,21.1981,3.1796018869383995,402.721,0.0,0.0,230.9427,0.0052,0.0035
247,2021-08-30,04:07:00,21.203,3.1803368607919995,402.9838,0.0,0.0,231.1191,0.0062,0.0042
248,2021-08-30,04:08:00,21.2509,3.1833256574944,403.0488,0.0,0.0,231.0886,0.0048,0.0033
